clean_symbol,token,name
BANG,15303,BANG
SEPC,15308,SEPC
GOLDADD,15356,GOLDADD
PDMJEPAPER,15377,PDMJEPAPER
NESCO,15409,NESCO
MGEL,1593,MGEL
AVG,15589,AVG
HINDWAREAP,15883,HINDWAREAP
INGERRAND,1597,INGERRAND
IONEXCHANG,1630,IONEXCHANG
CCAVENUE,16249,CCAVENUE
KIRIINDUS,16639,KIRIINDUS
SIGMA,16658,SIGMA
KOKUYOCMLN,16827,KOKUYOCMLN
JAYBARMARU,1708,JAYBARMARU
MAWANASUG,17022,MAWANASUG
URAVIDEF,17071,URAVIDEF
IDEAFORGE,17140,IDEAFORGE
MIDCAPIETF,17152,MIDCAPIETF
GKWLIMITED,17357,GKWLIMITED
PVTBANKADD,17576,PVTBANKADD
MOLDTECH,17625,MOLDTECH
AHLUCONT,17833,AHLUCONT
MINDTECK,18049,MINDTECK
YASHO,18131,YASHO
SAMHI,18614,SAMHI
DIAMINESQ,18644,DIAMINESQ
KALAMANDIR,18755,KALAMANDIR
UNIVASTU,18977,UNIVASTU
JSWINFRA,19020,JSWINFRA
UDS,19113,UDS
KOPRAN,1919,KOPRAN
LIQUIDETF,1927,LIQUIDETF
VALIANTLAB,19218,VALIANTLAB
THEJO,19279,THEJO
HDFCGOLD,19543,HDFCGOLD
BSE,19585,BSE
INFRABEES,20072,INFRABEES
CPCAP,20086,CPCAP
URJA,20203,URJA
IRFC,2029,IRFC
RESPONIND,20323,RESPONIND
APCL,20453,APCL
DOMS,20551,DOMS
INDIASHLTR,20556,INDIASHLTR
RKDL,20950,RKDL
SUNCLAY,20956,SUNCLAY
PSB,21001,PSB
BFINVEST,21113,BFINVEST
TEJASNET,21131,TEJASNET
CDSL,21174,CDSL
ASHOKLEY,212,ASHOKLEY
AXISNIFTY,21252,AXISNIFTY
SALASAR,21362,SALASAR
BALKRISHNA,10181,BALKRISHNA
FEDERALBNK,1023,FEDERALBNK
RADHIKAJWE,10343,RADHIKAJWE
SHARDAMOTR,10530,SHARDAMOTR
NAVKARCORP,10557,NAVKARCORP
TCI,10580,TCI
SADBHIN,10618,SADBHIN
PONNIERODE,10661,PONNIERODE
SURANAT&P,10700,SURANAT&P
SILVERADD,10761,SILVERADD
GODREJIND,10925,GODREJIND
LIQUIDBEES,11006,LIQUIDBEES
SIRCA,11050,SIRCA
WELSPUNLIV,11253,WELSPUNLIV
JAIBALAJI,11256,JAIBALAJI
TVSELECT,11265,TVSELECT
UPL,11287,UPL
UNIENTER,11293,UNIENTER
NV20,11457,NV20
GULFPETRO,11581,GULFPETRO
HDFCSENSEX,11593,HDFCSENSEX
LALPATHLAB,11654,LALPATHLAB
INDOCO,11677,INDOCO
ACEINTEG,11779,ACEINTEG
HPIL,11796,HPIL
GODFRYPHLP,1181,GODFRYPHLP
GLAND,1186,GLAND
IIFL,11809,IIFL
SPLIL,11935,SPLIL
GOLDIAM,11971,GOLDIAM
DOLATALGO,12124,DOLATALGO
INOXGREEN,12188,INOXGREEN
GREAVESCOT,1235,GREAVESCOT
OSIAHYPER,12635,OSIAHYPER
ROUTE,128,ROUTE
SILVER1,13082,SILVER1
COMMOIETF,13198,COMMOIETF
HCL-INSYS,1327,HCL-INSYS
UTTAMSUGAR,13376,UTTAMSUGAR
BHAGERIA,13400,BHAGERIA
ANTELOPUS,13598,ANTELOPUS
VISHWARAJ,13702,VISHWARAJ
DCBBANK,13725,DCBBANK
MANALIPETC,13796,MANALIPETC
AARTIPHARM,13868,AARTIPHARM
BANCOINDIA,13880,BANCOINDIA
CREST,13900,CREST
HBLENGINE,13966,HBLENGINE
ABSLBANETF,13987,ABSLBANETF
ASMS,14064,ASMS
TIIL,14223,TIIL
HMI150INAV,14241,HMI150INAV
PFC,14299,PFC
NAHARSPING,14440,NAHARSPING
DIVGIITTS,14479,DIVGIITTS
ABSLLIQUID,14518,ABSLLIQUID
NDLVENTURE,14547,NDLVENTURE
PHOENIXLTD,14552,PHOENIXLTD
FORTIS,14592,FORTIS
CHEMBOND,14618,CHEMBOND
ACCURACY,1465,ACCURACY
GOACARBON,14687,GOACARBON
NAGREEKEXP,14702,NAGREEKEXP
091NSETEST,14769,091NSETEST
141NSETEST,14781,141NSETEST
INDOWIND,14952,INDOWIND
INDHOTEL,1512,INDHOTEL
KOLTEPATIL,15124,KOLTEPATIL
BRIGADE,15184,BRIGADE
INDIAGLYCO,1521,INDIAGLYCO
ONMOBILE,15278,ONMOBILE
NMDC,15332,NMDC
APOLLOHOSP,157,APOLLOHOSP
INFY,1594,INFY
APOLLOTYRE,163,APOLLOTYRE
BECTORFOOD,1628,BECTORFOOD
DIGISPICE,16683,DIGISPICE
ITI,1675,ITI
ALMONDZ,16719,ALMONDZ
GVT&D,16783,GVT&D
SINDHUTRAD,16859,SINDHUTRAD
JOCIL,16927,JOCIL
COUNCODOS,16986,COUNCODOS
HMAAGRO,17053,HMAAGRO
SUMICHEM,17105,SUMICHEM
AARTECH,17145,AARTECH
ITADD,17207,ITADD
ADANIPOWER,17388,ADANIPOWER
SETF10GILT,17395,SETF10GILT
PREMEXPLN,17397,PREMEXPLN
DLINKINDIA,17851,DLINKINDIA
BAYERCROP,17927,BAYERCROP
MBLINFRA,18029,MBLINFRA
JUBLFOOD,18096,JUBLFOOD
RATNAVEER,18423,RATNAVEER
BDL,2144,BDL
APEX,21623,APEX
ICICIGI,21770,ICICIGI
NIFTYBETF,21959,NIFTYBETF
MIRCELECTR,2202,MIRCELECTR
EBBETF0431,22239,EBBETF0431
NOVAAGRI,22477,NOVAAGRI
HDFCPSUBK,22595,HDFCPSUBK
ENTERO,22717,ENTERO
MRF,2277,MRF
GPTHEALTH,22846,GPTHEALTH
SMCGLOBAL,2320,SMCGLOBAL
JAYNECOIND,2331,JAYNECOIND
LIQUIDBETF,23915,LIQUIDBETF
OMINFRAL,24231,OMINFRAL
RAILTEL,2431,RAILTEL
RELIABLE,24378,RELIABLE
NKIND,2439,NKIND
EVINDIA,24461,EVINDIA
ADL,245,ADL
RUSHIL,24595,RUSHIL
OLAELEC,24777,OLAELEC
UNIECOM,24809,UNIECOM
METALIETF,24861,METALIETF
LTF,24948,LTF
BROOKS,25136,BROOKS
SANOFICONR,25222,SANOFICONR
PGEL,25358,PGEL
DSSL,25690,DSSL
RUPA,25724,RUPA
GARUDA,25800,GARUDA
AFCONS,25977,AFCONS
LEMONTREE,2606,LEMONTREE
PCBL,2649,PCBL
AVL,25984,AVL
LIQUIDPLUS,27075,LIQUIDPLUS
KPEL,27079,KPEL
RAJSREESUG,2809,RAJSREESUG
CRAFTSMAN,2854,CRAFTSMAN
ECAPINSURE,29019,ECAPINSURE
INDUSTOWER,29135,INDUSTOWER
NEXT30ADD,29464,NEXT30ADD
PROTEAN,29472,PROTEAN
NIFTY100EW,29944,NIFTY100EW
ISHANCH,30249,ISHANCH
NIF100IETF,30392,NIF100IETF
AONELIQUID,30472,AONELIQUID
SCI,3048,SCI
MID15INAV,30475,MID15INAV
AONE50INAV,30577,AONE50INAV
STARPAPER,3291,STARPAPER
SURYAROSNI,3375,SURYAROSNI
ADOR,34,ADOR
AGARIND,3389,AGARIND
TATAPOWER,3426,TATAPOWER
TIRUMALCHM,3496,TIRUMALCHM
MAFANG,3507,MAFANG
WHEELS,3766,WHEELS
SINTERCOM,381,SINTERCOM
TNPL,3980,TNPL
CORALFINAC,4007,CORALFINAC
NAVA,4014,NAVA
GULFOILLUB,4391,GULFOILLUB
MIRZAINT,4394,MIRZAINT
RUCHINFRA,4566,RUCHINFRA
HDFCLIFE,467,HDFCLIFE
SONACOMS,4684,SONACOMS
INDRAMEDCO,4751,INDRAMEDCO
LIQUIDIETF,4838,LIQUIDIETF
INDSWFTLAB,4870,INDSWFTLAB
GANGAFORGE,4957,GANGAFORGE
GRINFRA,5054,GRINFRA
BPL,530,BPL
INDUSINDBK,5258,INDUSINDBK
YUKEN,5501,YUKEN
INTLCONV,5606,INTLCONV
CEMPRO,5622,CEMPRO
PAR,5631,PAR
ARCHIES,5688,ARCHIES
DIGJAMLMTD,6127,DIGJAMLMTD
ABREL,625,ABREL
CHAMBLFERT,637,CHAMBLFERT
IRIS,6489,IRIS
FINOPB,6579,FINOPB
SJS,6643,SJS
SMLT,6843,SMLT
BSOFT,6994,BSOFT
ACCELYA,7053,ACCELYA
TEGA,7105,TEGA
DCAL,21704,DCAL
DAVANGERE,21794,DAVANGERE
HAL,2303,HAL
GOPAL,23066,GOPAL
171NSETEST,23446,171NSETEST
NURECA,2350,NURECA
UEL,23507,UEL
INDGN,23693,INDGN
NAVNETEDUL,2385,NAVNETEDUL
TOP100INAV,24086,TOP100INAV
NILKAMAL,2421,NILKAMAL
DEEDEV,24154,DEEDEV
IVZINNIFTY,24217,IVZINNIFTY
ESTER,24265,ESTER
KARMAENG,24385,KARMAENG
FILATEX,24532,FILATEX
RVTH,25157,RVTH
PNGJL,25312,PNGJL
VASWANI,25340,VASWANI
METAL,25744,METAL
GROWWGOLD,25872,GROWWGOLD
WAAREEENER,25907,WAAREEENER
GODAVARIB,25941,GODAVARIB
AMJLAND,2598,AMJLAND
PEARLPOLY,2610,PEARLPOLY
HERANBA,2614,HERANBA
SAGILITY,27052,SAGILITY
RACLGEAR,27171,RACLGEAR
EIEL,27213,EIEL
SHRIRAMPPS,7200,SHRIRAMPPS
SETFNIFBK,7361,SETFNIFBK
WOCKPHARMA,7506,WOCKPHARMA
BLUECOAST,7480,BLUECOAST
NRBBEARING,7553,NRBBEARING
TINNARUBR,756020,TINNARUBR
THELEELA,757014,THELEELA
SNXT30BEES,757455,SNXT30BEES
ATHERENERG,757645,ATHERENERG
LIQGRWBEES,757725,LIQGRWBEES
GROWWNET,757814,GROWWNET
MOGOLD,757791,MOGOLD
MOMIDMTM,757817,MOMIDMTM
INDIQUBE,757845,INDIQUBE
EBGNG,757862,EBGNG
JSLL,758115,JSLL
QUALITY30,757946,QUALITY30
INTERNET,758595,INTERNET
MANUFGBEES,758667,MANUFGBEES
LTGILTCASE,758705,LTGILTCASE
URBANCO,759084,URBANCO
SHRINGARMS,759093,SHRINGARMS
VMSTMT,759152,VMSTMT
TRUALT,759210,TRUALT
JAINREC,759244,JAINREC
MOENERGY,759374,MOENERGY
ADVANCE,759402,ADVANCE
OMFREIGHT,759411,OMFREIGHT
ABCAPITAL,21614,ABCAPITAL
BOSCHLTD,2181,BOSCHLTD
CAPACITE,21749,CAPACITE
SBILIFE,21808,SBILIFE
BANKBETA,22440,BANKBETA
BLSE,22566,BLSE
PFS,22602,PFS
MOTOGENFIN,2268,MOTOGENFIN
PARKHOTELS,22649,PARKHOTELS
HLEGLAS,2289,HLEGLAS
181NSETEST,23447,181NSETEST
VADILALIND,24196,VADILALIND
RELAXO,24225,RELAXO
MIDHANI,2463,MIDHANI
AKUMS,24715,AKUMS
INTERARCH,24909,INTERARCH
WINDMACHIN,24969,WINDMACHIN
IBULLSLTD,24999,IBULLSLTD
ECOSMOBLTY,25060,ECOSMOBLTY
NORTHARC,25426,NORTHARC
PAISALO,25468,PAISALO
ONELIFECAP,25492,ONELIFECAP
GROWWDEFNC,25758,GROWWDEFNC
ATUL,263,ATUL
EMULTIMQ,25996,EMULTIMQ
DIVOPPBEES,2636,DIVOPPBEES
DRCSYSTEMS,2645,DRCSYSTEMS
TBZ,27037,TBZ
MTARTECH,2709,MTARTECH
SPECIALITY,27107,SPECIALITY
CINELINE,27161,CINELINE
RTNINDIA,27297,RTNINDIA
GICRE,277,GICRE
RALLIS,2816,RALLIS
RANASUG,2837,RANASUG
ANUHPHR,28314,ANUHPHR
RCF,2866,RCF
PCJEWELLER,29124,PCJEWELLER
ONESOURCE,29224,ONESOURCE
RUBYMILLS,2939,RUBYMILLS
MOSCHIP,29459,MOSCHIP
NIBE,29487,NIBE
REPCOHOME,29598,REPCOHOME
MSCIINDIA,29758,MSCIINDIA
GROWWN200,29872,GROWWN200
VIVIDHA,29877,VIVIDHA
ORIENTCEM,30089,ORIENTCEM
GLD360INAV,30126,GLD360INAV
JINDALSAW,3024,JINDALSAW
BAJAJHLDNG,305,BAJAJHLDNG
ELM250INAV,30542,ELM250INAV
SML100INAV,30544,SML100INAV
GRO250INAV,30570,GRO250INAV
RHIM,31163,RHIM
TIINDIA,312,TIINDIA
SPIC,3252,SPIC
BALRAMCHIN,341,BALRAMCHIN
SUNDARMFIN,3339,SUNDARMFIN
SUNFLAG,3348,SUNFLAG
THOMASCOOK,3481,THOMASCOOK
CLSEL,3482,CLSEL
TNPETRO,3509,TNPETRO
UNIVCABLES,3607,UNIVCABLES
TATACOMM,3721,TATACOMM
VSTIND,3724,VSTIND
TOKYOPLAST,3837,TOKYOPLAST
PANACEABIO,4055,PANACEABIO
MOTHERSON,4204,MOTHERSON
KEYFINSERV,4157,KEYFINSERV
KHADIM,425,KHADIM
WENDT,4235,WENDT
PUNJABCHEM,4344,PUNJABCHEM
KOTHARIPET,4594,KOTHARIPET
HAPPSTMNDS,48,HAPPSTMNDS
SNOWMAN,4843,SNOWMAN
CLEAN,5049,CLEAN
KPIGREEN,5108,KPIGREEN
STYLAMIND,5186,STYLAMIND
MAHAPEXLTD,5239,MAHAPEXLTD
PDSL,5264,PDSL
UTIAMC,527,UTIAMC
FMCGIETF,5306,FMCGIETF
UGROCAP,5313,UGROCAP
WINDLAS,5366,WINDLAS
AAVAS,5385,AAVAS
MOL,5394,MOL
LAGNAM,5865,LAGNAM
GULPOLY,6286,GULPOLY
NYKAA,6545,NYKAA
PAYTM,6705,PAYTM
MOLDTKPAC,6713,MOLDTKPAC
EXIDEIND,676,EXIDEIND
JINDALSTEL,6733,JINDALSTEL
FOCUS,6836,FOCUS
GREENLAM,6848,GREENLAM
DHRUV,6858,DHRUV
RPPL,6913,RPPL
LINC,6951,LINC
MEDPLUS,7254,MEDPLUS
MANAKCOAT,7413,MANAKCOAT
BIGBLOC,18431,BIGBLOC
EMSLIMITED,18593,EMSLIMITED
GROWWMOM50,756086,GROWWMOM50
ICICIPRULI,18652,ICICIPRULI
HPL,18679,HPL
WEALTH,1923,WEALTH
TCIEXP,19223,TCIEXP
LAURUSLABS,19234,LAURUSLABS
IMFA,19235,IMFA
PRAKASHSTL,19599,PRAKASHSTL
MASFIN,199,MASFIN
ADFFOODS,19761,ADFFOODS
HONASA,19813,HONASA
GREENPOWER,20110,GREENPOWER
ASHAPURMIN,203,ASHAPURMIN
LYKALABS,2028,LYKALABS
BBNPPGOLD,20547,BBNPPGOLD
SUMEETINDS,20790,SUMEETINDS
MAHSCOOTER,2085,MAHSCOOTER
MUFTI,20878,MUFTI
FMNL,21017,FMNL
STOVEKRAFT,2107,STOVEKRAFT
SHEKHAWATI,21095,SHEKHAWATI
KICL,21119,KICL
GANGESSECU,21399,GANGESSECU
THEINVEST,21427,THEINVEST
NEXT50BETA,21478,NEXT50BETA
COMSYN,21578,COMSYN
DIXON,21690,DIXON
TSFINV,2183,TSFINV
ACC,22,ACC
MAXHEALTH,22377,MAXHEALTH
LOVABLE,22415,LOVABLE
MAXIND,22428,MAXIND
PENINLAND,2256,PENINLAND
MUKKA,22980,MUKKA
SRM,23402,SRM
SINCLAIR,23480,SINCLAIR
STANLEY,24226,STANLEY
DELPHIFX,24391,DELPHIFX
DHANUKA,24409,DHANUKA
SBINEQWETF,24524,SBINEQWETF
OILIETF,24533,OILIETF
CEIGALL,24742,CEIGALL
FIRSTCRY,24814,FIRSTCRY
INVENTURE,24870,INVENTURE
SILGO,2492,SILGO
GALAPREC,25134,GALAPREC
MINDACORP,25897,MINDACORP
PFIZER,2643,PFIZER
HEXATRADEX,27008,HEXATRADEX
KMEW,27084,KMEW
SWANCORP,27095,SWANCORP
NIVABUPA,27097,NIVABUPA
PRECWIRE,2717,PRECWIRE
SAMPANN,27303,SAMPANN
SURAKSHA,27334,SURAKSHA
PRSMJOHNSN,2739,PRSMJOHNSN
INNOVANA,27754,INNOVANA
IKS,28125,IKS
RELIANCE,2885,RELIANCE
CARRARO,28879,CARRARO
GROWWRLTY,759428,GROWWRLTY
GROWWNXT50,759458,GROWWNXT50
MIDWESTLTD,759517,MIDWESTLTD
GROWWSC250,759522,GROWWSC250
GROWWMC150,759719,GROWWMC150
SHILCTECH,759847,SHILCTECH
JARO,759951,JARO
CGPOWER,760,CGPOWER
MOMNC,760054,MOMNC
MEESHO,760229,MEESHO
GOLDBND,760325,GOLDBND
ICICIAMC,760407,ICICIAMC
NEXT50ADD,760599,NEXT50ADD
HALDER,760715,HALDER
DEFENCE,761046,DEFENCE
AEPL,761330,AEPL
ALEMBICLTD,79,ALEMBICLTD
MHLXMIRU,7886,MHLXMIRU
MAKEINDIA,7979,MAKEINDIA
SHIVATEX,804,SHIVATEX
CINEVISTA,8024,CINEVISTA
MAHLIFE,8050,MAHLIFE
MIDCAP,8077,MIDCAP
SPENCERS,8163,SPENCERS
CHALET,8546,CHALET
BALAJITELE,9158,BALAJITELE
IOB,9348,IOB
TRU,9378,TRU
SILVERTUC,9422,SILVERTUC
SUBEXLTD,967,SUBEXLTD
PRUDENT,9553,PRUDENT
HIKAL,9668,HIKAL
SOUTHWEST,9678,SOUTHWEST
KPITTECH,9683,KPITTECH
EPL,981,EPL
NV20BEES,9847,NV20BEES
GOLDTECH,9874,GOLDTECH
IGIL,28378,IGIL
RANEHOLDIN,2844,RANEHOLDIN
DAMCAPITAL,28662,DAMCAPITAL
TRANSRAILL,28714,TRANSRAILL
DDEVPLSTIK,29098,DDEVPLSTIK
SAIL,2963,SAIL
SAKHTISUG,2969,SAKHTISUG
ORIENTELEC,2972,ORIENTELEC
GUJTHEM,29731,GUJTHEM
SANDESH,2988,SANDESH
SANGHIIND,2997,SANGHIIND
AXISTECETF,3010,AXISTECETF
EQUAL200,30121,EQUAL200
PRABHA,30134,PRABHA
CASHIETF,30139,CASHIETF
AXISVALUE,30155,AXISVALUE
EQUA50INAV,30503,EQUA50INAV
BORORENEW,3149,BORORENEW
SIMPLEXINF,3162,SIMPLEXINF
JTEKTINDIA,3237,JTEKTINDIA
BALMLAWRIE,338,BALMLAWRIE
SPMLINFRA,3321,SPMLINFRA
ISGEC,3329,ISGEC
BANARBEADS,347,BANARBEADS
TFCILTD,3466,TFCILTD
TECILCHEM,3453,TECILCHEM
BATAINDIA,371,BATAINDIA
VIPIND,3703,VIPIND
RITES,3761,RITES
KHAITANLTD,3912,KHAITANLTD
AEGISLOG,40,AEGISLOG
GREENPLY,3987,GREENPLY
EIMCOELECO,4040,EIMCOELECO
HBSL,4116,HBSL
IFGLEXPOR,436,IFGLEXPOR
SAMBHAAV,4127,SAMBHAAV
STERTOOLS,4299,STERTOOLS
BHEL,438,BHEL
SBCL,4656,SBCL
BIRLACABLE,477,BIRLACABLE
FDC,4898,FDC
ADROITINFO,4953,ADROITINFO
PRITIKAUTO,5292,PRITIKAUTO
ASTRAZEN,5610,ASTRAZEN
CYIENT,5748,CYIENT
PARAS,5911,PARAS
ABSLAMC,6018,ABSLAMC
PASUPTAC,6045,PASUPTAC
NATIONALUM,6364,NATIONALUM
CCHHL,6385,CCHHL
TECHNOE,6445,TECHNOE
CONSUMIETF,6446,CONSUMIETF
RSSOFTWARE,6429,RSSOFTWARE
EQUAL50ADD,6606,EQUAL50ADD
POLICYBZR,6656,POLICYBZR
CHOLAFIN,685,CHOLAFIN
SHRADHA,708,SHRADHA
HCLTECH,7229,HCLTECH
NILASPACES,7411,NILASPACES
MONQ50,7422,MONQ50
HECPROJECT,7425,HECPROJECT
MANAKSTEEL,7463,MANAKSTEEL
ZENTEC,7508,ZENTEC
NPST,756324,NPST
TRAVELFOOD,757545,TRAVELFOOD
PROSTARM,758173,PROSTARM
GROWWLOVOL,758300,GROWWLOVOL
ALLTIME,758448,ALLTIME
VIKRAN,758973,VIKRAN
GANESHCP,759012,GANESHCP
BMWVENTLTD,759256,BMWVENTLTD
RUBICON,759316,RUBICON
SYSTMTXC,759355,SYSTMTXC
FLEXIADD,759368,FLEXIADD
SILVER360,756150,SILVER360
MON50EQUAL,756900,MON50EQUAL
MOALPHA50,757669,MOALPHA50
TOP15IETF,757781,TOP15IETF
LOTUSDEV,758145,LOTUSDEV
GROWWPOWER,758165,GROWWPOWER
MOSILVER,758457,MOSILVER
JSWCEMENT,758460,JSWCEMENT
SBILIQETF,758496,SBILIQETF
RAYMONDREL,758551,RAYMONDREL
GLOBECIVIL,758572,GLOBECIVIL
AMANTA,758909,AMANTA
ORKLAINDIA,759569,ORKLAINDIA
STUDDS,759587,STUDDS
PWL,759723,PWL
GROWW,759806,GROWW
UTLSOLAR,759876,UTLSOLAR
TENNIND,759880,TENNIND
SOLARWORLD,759929,SOLARWORLD
ARSSBL,759956,ARSSBL
GLOTTIS,760116,GLOTTIS
FABTECH,760125,FABTECH
MARKOLINES,760204,MARKOLINES
SILVERBND,760328,SILVERBND
SMALLADD,760359,SMALLADD
RUDRA,760392,RUDRA
TWCGOLDETF,760482,TWCGOLDETF
ADVAIT,760657,ADVAIT
DSFCL,760891,DSFCL
FRACTAL,760961,FRACTAL
GKSL,761197,GKSL
HSBCGOLD,761506,HSBCGOLD
AUTOIETF,7844,AUTOIETF
SILVERBEES,8080,SILVERBEES
MEGASTAR,8153,MEGASTAR
PRITI,8304,PRITI
BLUESTARCO,8311,BLUESTARCO
XELPMOC,8477,XELPMOC
VRLLOG,8696,VRLLOG
KHAICHEM,896,KHAICHEM
TNIDETF,8882,TNIDETF
UMIYA-MRO,8998,UMIYA-MRO
EQUITASBNK,913,EQUITASBNK
RAINBOW,9408,RAINBOW
RVNL,9552,RVNL
ESCORTS,958,ESCORTS
METROPOLIS,9581,METROPOLIS
ETHOSLTD,9750,ETHOSLTD
EMUDHRA,9756,EMUDHRA
QUADFUTURE,29087,QUADFUTURE
NAVKARURB,29146,NAVKARURB
ITCHOTELS,29251,ITCHOTELS
MOHITIND,29423,MOHITIND
AGARWALEYE,29452,AGARWALEYE
JUBLCPL,29590,JUBLCPL
QPOWER,29711,QPOWER
WONDERLA,3002,WONDERLA
ESSENTIA,30323,ESSENTIA
VEDL,3063,VEDL
GRWN50INAV,30540,GRWN50INAV
SHREDIGCEM,3099,SHREDIGCEM
NDL,31258,NDL
TRANSWORLD,3129,TRANSWORLD
ORBTEXP,31475,ORBTEXP
CAMS,342,CAMS
SWARAJENG,3384,SWARAJENG
BANARISUG,350,BANARISUG
TORNTPHARM,3518,TORNTPHARM
TTKPRESTIG,3546,TTKPRESTIG
ROML,359,ROML
UNICHEMLAB,3579,UNICHEMLAB
UNITECH,3594,UNITECH
VENKEYS,3757,VENKEYS
GLOBE,393,GLOBE
REMSONSIND,3965,REMSONSIND
NIACL,399,NIACL
REGENCERAM,4130,REGENCERAM
JAGSNPHARM,4410,JAGSNPHARM
MPHASIS,4503,MPHASIS
BANKBARODA,4668,BANKBARODA
SHYAMMETL,4693,SHYAMMETL
INDNIPPON,4747,INDNIPPON
CONCOR,4749,CONCOR
KIMS,4847,KIMS
IRCON,4986,IRCON
SHARDACROP,4992,SHARDACROP
ANTGRAPHIC,5194,ANTGRAPHIC
BFSI,5220,BFSI
ALIVUS,5265,ALIVUS
EPIGRAL,5382,EPIGRAL
NGIL,5401,NGIL
TRIGYN,5428,TRIGYN
CHEMPLASTS,5449,CHEMPLASTS
AXISBANK,5900,AXISBANK
INTELLECT,5926,INTELLECT
LICNETFGSC,6062,LICNETFGSC
ATGL,6066,ATGL
CENTENKA,619,CENTENKA
BHAGCHEM,6164,BHAGCHEM
3IINFOLTD,6232,3IINFOLTD
BAJAJHCARE,6863,BAJAJHCARE
MENONBE,6961,MENONBE
HEMIPROP,701,HEMIPROP
JETFREIGHT,7211,JETFREIGHT
COROMANDEL,739,COROMANDEL
EVIETF,755881,EVIETF
AEGISVOPAK,757336,AEGISVOPAK
PASHUPATI,757955,PASHUPATI
KALPATARU,758558,KALPATARU
GROWWNIFTY,758697,GROWWNIFTY
AONEGOLD,758904,AONEGOLD
ABCOTS,759130,ABCOTS
TIGERLOGS,759176,TIGERLOGS
FINKURVE,759239,FINKURVE
PACEDIGITK,759342,PACEDIGITK
PATELRMART,759439,PATELRMART
ELIQUID,759466,ELIQUID
EMMVEE,759728,EMMVEE
MOIPO,759891,MOIPO
STYL,759934,STYL
LGEINDIA,760213,LGEINDIA
AEQUS,760234,AEQUS
MIDCAPADD,760356,MIDCAPADD
VITAL,761148,VITAL
MARSONS,761386,MARSONS
SINGERIND,761420,SINGERIND
VALUE,761511,VALUE
INNOVISION,761528,INNOVISION
IMAGICAA,7672,IMAGICAA
KEEPLEARN,778,KEEPLEARN
LFIC,7902,LFIC
DALBHARAT,8075,DALBHARAT
CROWN,8083,CROWN
RPSGVENT,8119,RPSGVENT
AJANTPHARM,8124,AJANTPHARM
MOLOWVOL,8654,MOLOWVOL
DRREDDY,881,DRREDDY
GAEL,8828,GAEL
RITCO,8944,RITCO
EIDPARRY,916,EIDPARRY
TIPSMUSIC,9117,TIPSMUSIC
TPLPLASTEH,9219,TPLPLASTEH
NILAINFRA,9253,NILAINFRA
CREATIVEYE,9384,CREATIVEYE
SAKAR,9539,SAKAR
MAHESHWARI,9576,MAHESHWARI
POLYCAB,9590,POLYCAB
TRIDENT,9685,TRIDENT
VIKASLIFE,9931,VIKASLIFE
CHOICEGOLD,759610,CHOICEGOLD
EUROPRATIK,759797,EUROPRATIK
MSCIADD,759978,MSCIADD
SKFINDUS,760101,SKFINDUS
SRTL,760188,SRTL
CORONA,760254,CORONA
GROWWMETAL,760438,GROWWMETAL
HEALTHCARE,760986,HEALTHCARE
ABSLMSCIN,761066,ABSLMSCIN
INA,761099,INA
BANK10ADD,761364,BANK10ADD
RSL,761439,RSL
BCPL,761494,BCPL
GROWWPSUBK,761514,GROWWPSUBK
GSPCROP,762239,GSPCROP
DCM,805,DCM
SILVER,8003,SILVER
MOMOMENTUM,8182,MOMOMENTUM
TVSMOTOR,8479,TVSMOTOR
GMRP&UI,8529,GMRP&UI
AKSHOPTFBR,8591,AKSHOPTFBR
DHAMPURSUG,857,DHAMPURSUG
SONAMLTD,8806,SONAMLTD
USHAMART,8840,USHAMART
VERANDA,8890,VERANDA
ORCHPHARMA,926,ORCHPHARMA
ARVINDFASN,9111,ARVINDFASN
ARROWGREEN,9260,ARROWGREEN
KRITIKA,9288,KRITIKA
STLTECH,9309,STLTECH
TAJGVK,9354,TAJGVK
PNCINFRA,9385,PNCINFRA
SMARTLINK,9889,SMARTLINK
AIRAN,9897,AIRAN
ALANKIT,9921,ALANKIT
EVERESTIND,993,EVERESTIND
STEL,21484,STEL
RAJMET,2168,RAJMET
AKG,2176,AKG
MACPOWER,22347,MACPOWER
GILT5BETA,22521,GILT5BETA
BANDHANBNK,2263,BANDHANBNK
CAPITALSFB,22675,CAPITALSFB
MON100,22739,MON100
IRISDOREME,2275,IRISDOREME
EXICOM,22947,EXICOM
RKSWAMY,23043,RKSWAMY
PVSL,23142,PVSL
KRYSTAL,23175,KRYSTAL
JNKINDIA,23621,JNKINDIA
BOROSCI,24014,BOROSCI
IXIGO,24067,IXIGO
BBNPNBETF,24117,BBNPNBETF
SYMPHONY,24190,SYMPHONY
ASHIANA,24403,ASHIANA
RELTD,24596,RELTD
ONWARDTEC,2481,ONWARDTEC
GSEC10ABSL,24847,GSEC10ABSL
BODALCHEM,25017,BODALCHEM
ASAHISONG,25088,ASAHISONG
TDPOWERSYS,25178,TDPOWERSYS
APLLTD,25328,APLLTD
PGHH,2535,PGHH
SHAKTIPUMP,25574,SHAKTIPUMP
KANANIIND,25786,KANANIIND
LLOYDSENT,25807,LLOYDSENT
VINCOFE,25835,VINCOFE
HYUNDAI,25844,HYUNDAI
IT,2627,IT
CHEMCON,270,CHEMCON
SWIGGY,27066,SWIGGY
